batch_id,Class,Left,Right,x,y,logL/R
146,1,3296.9297,4438.3765,102,63,-0.297297
146,8,5687.4546,6683.608,51,189,-0.16139518
146,9,4387.3057,5512.2085,102,189,-0.22825007
146,2,4914.585,5131.4937,153,63,-0.043189444
146,7,1607.1138,4631.9453,204,126,-1.0585371
146,3,5784.0044,8393.926,204,63,-0.3724121
146,0,4715.537,4783.9575,51,63,-0.014405335
146,6,6178.6475,7201.561,153,126,-0.15319844
146,8,6201.0786,7118.0513,51,189,-0.13791077
146,1,2889.2275,4569.1216,102,63,-0.4583318
146,0,5930.8594,5899.0083,51,63,0.005384822
146,2,3505.2822,3492.1099,153,63,0.0037649241
146,0,4104.4434,4315.0317,51,63,-0.05003456
146,9,3339.4001,6610.969,102,189,-0.6829391
146,9,2530.5137,3905.6238,102,189,-0.43399522
146,8,5004.584,7507.4194,51,189,-0.4055375
146,8,7148.749,9941.887,51,189,-0.3298194
146,9,5710.294,6679.373,102,189,-0.15675361
146,3,6694.933,8621.271,204,63,-0.2528816
146,5,3357.2668,3787.2393,102,126,-0.12051012
146,1,541.37256,2290.608,102,63,-1.4424648
146,2,5580.5645,7237.1685,153,63,-0.2599401
146,8,6678.632,8159.9927,51,189,-0.20033011
146,6,5578.1294,5763.1846,153,126,-0.032636687
146,8,4102.3096,5172.149,51,189,-0.2317381
146,2,4160.3413,4342.9414,153,63,-0.04295472
146,6,2814.8198,3607.2234,153,126,-0.24804005
146,4,5094.612,6932.82,51,126,-0.30808315
147,5,2037.8865,3208.7727,102,126,-0.45397535
147,8,6409.8438,6591.8315,51,189,-0.027996363
147,2,3594.6353,4703.9453,153,63,-0.26895908
147,4,3263.357,5976.518,51,126,-0.60508174
147,1,1615.3177,3237.5098,102,63,-0.69527274
147,6,6035.18,7502.3223,153,126,-0.21760687
147,1,2658.9453,5422.902,102,63,-0.71270156
147,5,3592.9023,3137.6785,102,126,0.13547719
147,6,1801.6393,2964.4746,153,126,-0.49800286
147,0,5476.463,6247.922,51,63,-0.13178946
147,2,4499.6235,5286.593,153,63,-0.16118024
147,1,3306.5884,5561.7764,102,63,-0.5200006
147,2,1932.8394,3339.7178,153,63,-0.54689616
147,2,5501.161,7805.875,153,63,-0.34991747
147,0,4075.3882,5459.7686,51,63,-0.29244035
147,3,5731.5884,8148.153,204,63,-0.35179853
147,9,3324.6628,5788.71,102,189,-0.55454123
147,4,4285.463,6990.5215,51,126,-0.4893266
147,2,4695.204,6041.1455,153,63,-0.25205207
147,5,6116.91,7115.847,102,126,-0.15126723
147,6,5217.1924,4634.2905,153,126,0.11847633
147,7,4546.8467,6660.4033,204,126,-0.38174605
147,7,2295.6082,4353.0156,204,126,-0.639871
147,8,7511.671,8511.662,51,189,-0.12497927
147,5,2970.161,3045.5217,102,126,-0.025056107
147,0,5985.741,6678.6084,51,63,-0.109529495
147,4,3955.4626,5046.522,51,126,-0.2436017
147,1,2168.4353,3755.6118,102,63,-0.54924536
147,6,2265.3062,3206.4707,153,126,-0.34746093
147,2,4734.9175,7072.0938,153,63,-0.40119225
147,7,1539.9962,4508.1255,204,126,-1.0741014
147,3,4930.4395,7225.2197,204,63,-0.38214952
148,3,2149.7334,3409.5845,204,63,-0.46124664
148,4,4098.6235,5900.3105,51,126,-0.36435378
148,0,6600.2036,7469.6514,51,63,-0.12374784
148,5,5917.3296,6464.4673,102,126,-0.08843534
148,3,2866.047,4828.385,204,63,-0.52157825
148,6,6135.271,5262.706,153,126,0.15340886
148,3,1392.1177,4008.1372,204,63,-1.0575005
148,7,3211.1882,5097.639,204,126,-0.4621365
148,0,4015.5334,3746.2942,51,63,0.06940309
148,8,5914.804,7430.671,51,189,-0.22815773
148,4,1930.9333,3090.9688,51,126,-0.47048107
148,9,3245.0745,5098.91,102,189,-0.45188847
148,0,6066.5537,7614.071,51,63,-0.22720729
148,0,4260.53,4842.216,51,63,-0.12797895
148,1,277.52158,3101.7727,102,63,-2.4138303
148,1,1529.3099,4851.706,102,63,-1.1545138
148,5,1669.6471,1891.3176,102,126,-0.12466148
148,2,4421.663,6060.5493,153,63,-0.31528455
148,9,2496.0745,4349.5845,102,189,-0.55536103
148,3,4051.0117,5784.635,204,63,-0.35623857
148,0,4241.506,4959.8,51,63,-0.15644704
148,4,4836.9844,7571.1885,51,126,-0.44805858
148,4,4779.51,5842.2666,51,126,-0.20078085
148,7,3206.6863,5876.0156,204,126,-0.6056409
148,5,3377.7527,3711.4668,102,126,-0.09421653
148,8,5945.5493,7621.769,51,189,-0.24836558
148,3,4344.467,6011.8193,204,63,-0.32482442
148,1,2378.7646,3859.9727,102,63,-0.4840788
148,1,547.1804,4150.2515,102,63,-2.0261457
148,6,6720.377,6697.5806,153,126,0.0033978843
148,1,895.2549,3452.1921,102,63,-1.3496563
148,8,6323.451,7688.2827,51,189,-0.19543232
149,4,1285.749,3237.7295,51,126,-0.9235309
149,9,4011.757,5667.953,102,189,-0.34559873
149,6,6624.4473,7477.5728,153,126,-0.121141285
149,9,3074.8628,5351.314,102,189,-0.5540819
149,1,949.9843,3153.5452,102,63,-1.1998371
149,0,5691.447,6128.906,51,63,-0.07405177
149,7,1393.8862,2584.702,204,126,-0.6175145
149,1,1058.902,5053.2783,102,63,-1.5628047
149,0,4145.812,5160.714,51,63,-0.21897626
149,2,4870.451,7034.989,153,63,-0.36770952
149,6,3643.5571,3379.1099,153,126,0.07534814
149,4,3625.3022,5666.2744,51,126,-0.44659415
149,4,2487.2786,4364.8276,51,126,-0.5623895
149,4,4882.89,6837.392,51,126,-0.3366691
149,4,1944.204,3832.541,51,126,-0.67867535
149,3,5044.5693,6275.8115,204,63,-0.2183905
149,7,2644.0078,5369.063,204,126,-0.7083575
149,7,3709.9412,5194.8276,204,126,-0.33664745
149,5,2194.647,2574.706,102,126,-0.15971419
149,4,3791.3218,6226.3213,51,126,-0.49607095
149,9,4442.0273,6953.757,102,189,-0.4481712
149,4,3172.302,5244.996,51,126,-0.502817
149,1,1251.9216,3105.5295,102,63,-0.90850455
149,4,3675.102,5313.3174,51,126,-0.36863545
149,3,3582.4824,6799.738,204,63,-0.64082813
149,0,5761.533,7002.1025,51,63,-0.19500686
149,7,1522.5452,3565.4238,204,126,-0.8508996
149,3,3698.671,6183.232,204,63,-0.51386756
149,4,2738.5334,3856.6313,51,126,-0.34237155
149,8,6870.6943,6829.957,51,189,0.0059468
149,4,2265.3647,4003.4546,51,126,-0.5694219
149,7,4730.4863,6003.616,204,126,-0.23833399
150,6,3326.9688,3599.3572,153,126,-0.07869368
150,5,6308.8667,6685.385,102,126,-0.057967722
150,4,2705.4353,3488.271,51,126,-0.2541434
150,8,5528.5215,7728.0273,51,189,-0.33493322
150,0,2445.0352,3505.2432,51,63,-0.3602004
150,2,5481.3965,6443.914,153,63,-0.16177623
150,7,1242.6471,2353.9255,204,126,-0.63884056
150,1,784.7608,4714.808,102,63,-1.7930845
150,3,2849.1255,5143.612,204,63,-0.5907435
150,7,3138.8513,5032.4863,204,126,-0.47205728
150,1,2467.212,4806.9297,102,63,-0.66696984
150,9,2565.2432,4518.596,102,189,-0.56614804
150,4,2148.6902,3804.6235,51,126,-0.57135856
150,1,1936.2351,3356.553,102,63,-0.5501691
150,8,4296.812,5723.745,51,189,-0.28674996
150,1,1085.847,3114.3296,102,63,-1.0536535
150,9,4191.545,6215.4907,102,189,-0.39397532
150,6,5185.0234,6108.2,153,126,-0.16385782
150,6,2277.1138,4064.29,153,126,-0.57933027
150,2,5240.0938,5916.0356,153,63,-0.1213272
150,5,6287.9805,7423.302,102,126,-0.165984
150,1,1200.396,3635.3645,102,63,-1.1080579
150,4,2382.906,2893.1528,51,126,-0.1940261
150,3,3659.8667,5130.9214,204,63,-0.33785856
150,9,3769.498,4918.7373,102,189,-0.26611003
150,8,4068.7412,5352.867,51,189,-0.27429867
150,9,1557.9843,3703.4473,102,189,-0.86587125
150,6,6734.6196,5020.4785,153,126,0.29373607
150,6,2015.5963,3148.9648,153,126,-0.4461587
150,4,5682.894,8007.1416,51,126,-0.34287322
150,9,2963.498,5257.506,102,189,-0.5732865
150,9,6109.3296,7867.4907,102,189,-0.25292212
151,7,3585.6667,7879.114,204,126,-0.78727096
151,4,4805.078,6805.832,51,126,-0.34810656
151,8,4360.5923,5218.412,51,189,-0.17958525
151,2,4880.177,7285.8433,153,63,-0.40075177
151,3,2486.8157,2377.9805,204,63,0.04475145
151,4,3929.6118,6282.6353,51,126,-0.4692489
151,4,2833.5884,4013.5452,51,126,-0.34813106
151,4,4471.8477,6962.008,51,126,-0.4426663
151,7,2385.7686,5340.996,204,126,-0.80589086
151,6,6048.9927,6463.5845,153,126,-0.06629228
151,7,3070.7764,5824.0786,204,126,-0.64007044
151,2,4155.3726,6436.6396,153,63,-0.4376045
151,5,2250.9297,3236.2354,102,126,-0.36306742
151,5,5356.9883,6058.071,102,126,-0.122989446
151,2,3976.7605,5125.059,153,63,-0.25367448
151,5,6046.4863,6206.9297,102,126,-0.026189001
151,8,2913.3647,4743.883,51,189,-0.48754725
151,0,5442.7764,5984.7607,51,63,-0.09492706
151,3,3152.369,5020.6787,204,63,-0.4654109
151,2,3247.408,4243.373,153,63,-0.26750132
151,0,5630.431,6637.8076,51,63,-0.16459572
151,8,5488.996,6211.0513,51,189,-0.123584814
151,0,7909.663,9637.311,51,63,-0.19755691
151,0,4628.5454,5470.3213,51,63,-0.16709472
151,2,3422.2864,4848.5254,153,63,-0.34836578
151,6,5164.604,6282.0044,153,126,-0.1958607
151,7,3939.0552,5424.1533,204,126,-0.3199209
151,8,5701.7686,6516.922,51,189,-0.13362575
151,8,3362.698,4481.847,51,189,-0.28729162
151,1,1397.9098,3480.9216,102,63,-0.91231894
151,8,5041.506,6959.569,51,189,-0.32241273
151,7,4977.4077,6907.204,204,126,-0.32765567
152,3,3439.5845,7130.545,204,63,-0.729037
152,1,1969.7295,5362.5767,102,63,-1.0015483
152,3,2234.1726,5556.949,204,63,-0.91117835
152,6,6334.6587,6122.7056,153,126,0.034031834
152,3,4122.1763,7284.451,204,63,-0.5693608
152,7,3311.5178,5207.5923,204,126,-0.45271093
152,0,5024.2905,5726.4824,51,63,-0.13081717
152,6,4923.4004,4814.976,153,126,0.022268368
152,1,772.67847,4471.247,102,63,-1.7555596
152,8,6020.3447,6287.4907,51,189,-0.04341756
152,4,2042.2119,4119.247,51,126,-0.7016369
152,7,4169.89,6821.655,204,126,-0.4922124
152,7,2918.3452,5537.682,204,126,-0.64055926
152,4,4227.2705,6021.643,51,126,-0.35380366
152,3,4767.6353,5629.753,204,63,-0.1662151
152,9,4511.2354,6761.3647,102,189,-0.40465367
152,2,2903.9216,5502.1177,153,63,-0.6390709
152,3,4439.6436,6466.667,204,63,-0.3760867
152,6,4254.4043,6057.7847,153,126,-0.3533894
152,3,4457.3335,6010.353,204,63,-0.29893276
152,1,1435.1647,4573.424,102,63,-1.1589825
152,5,5100.255,5698.8,102,126,-0.11096508
152,6,4825.4785,5905.9014,153,126,-0.20204218
152,8,4382.6904,5688.569,51,189,-0.26079592
152,7,3938.8628,7181.373,204,126,-0.6005985
152,0,5545.906,5728.9375,51,63,-0.032470122
152,4,2446.5254,4202.6274,51,126,-0.5410411
152,3,5350.49,6520.161,204,63,-0.19771089
152,0,6815.475,7557.961,51,63,-0.10340563
152,7,3466.1765,5287.2314,204,126,-0.4222426
152,9,2449.992,5901.435,102,189,-0.8791108
152,9,4038.404,6194.639,102,189,-0.42783466
153,4,3785.31,5860.2,51,126,-0.43705595
153,7,2981.4197,5216.737,204,126,-0.55947256
153,3,2822.2942,3593.941,204,63,-0.24169923
153,7,3335.0312,5538.318,204,126,-0.50720876
153,1,213.67451,1799.0629,102,63,-2.1305673
153,9,4396.4863,6237.467,102,189,-0.34976846
153,9,1875.2981,3248.894,102,189,-0.549547
153,1,884.84314,4066.251,102,63,-1.5250664
153,7,4114.5923,5755.741,204,126,-0.3356581
153,6,5612.886,6272.1724,153,126,-0.11105773
153,0,5622.247,5816.745,51,63,-0.03400943
153,7,3439.847,5272.4004,204,126,-0.42705873
153,5,3193.6943,4780.8745,102,126,-0.4034451
153,8,6094.306,7576.8706,51,189,-0.21774536
153,6,3172.2903,3287.3765,153,126,-0.035635974
153,0,5180.0005,6375.1763,51,63,-0.20760657
153,9,2221.9294,3861.3765,102,189,-0.55264777
153,1,1506.4667,3971.5803,102,63,-0.9693971
153,2,3551.259,3619.3882,153,63,-0.0190028
153,2,2959.8748,5935.5254,153,63,-0.6958086
153,9,2093.3296,4088.2273,102,189,-0.6693555
153,3,3220.1492,5819.259,204,63,-0.59174526
153,0,2511.6667,3629.3687,51,63,-0.36811218
153,4,5172.3413,5899.0,51,126,-0.13145739
153,1,853.72943,1799.7646,102,63,-0.74579686
153,5,3288.2705,3859.9531,102,126,-0.16029328
153,6,4693.8784,4938.8315,153,126,-0.050869577
153,6,4095.8708,6562.016,153,126,-0.47131857
153,1,2293.2744,3634.8667,102,63,-0.4605918
153,7,3535.8745,3778.1416,204,126,-0.06627157
153,0,6397.9883,6723.714,51,63,-0.049657024
153,8,6244.165,5775.169,51,189,0.07807992
154,7,1943.4706,3295.851,204,126,-0.52818906
154,9,3994.5884,6356.7373,102,189,-0.46457472
154,6,4672.282,5208.847,153,126,-0.10871089
154,0,5087.349,5882.0864,51,63,-0.14515463
154,9,2222.5137,2479.4668,102,189,-0.10940467
154,1,2230.4119,3229.502,102,63,-0.3701417
154,6,4082.1646,4299.114,153,126,-0.051781558
154,2,3100.851,5574.8984,153,63,-0.5865975
154,9,3781.5884,5953.6855,102,189,-0.45386627
154,3,4197.0195,6358.718,204,63,-0.4154521
154,2,5301.753,7289.38,153,63,-0.318381
154,4,4241.4316,4037.5256,51,126,0.04926877
154,5,3918.4473,4047.9177,102,126,-0.032507125
154,5,2200.6,3540.5847,102,126,-0.4755618
154,1,697.4314,2738.7373,102,63,-1.3678482
154,6,4593.5137,5219.2905,153,126,-0.12771627
154,1,1069.251,3657.945,102,63,-1.2299432
154,7,3371.4434,3455.1255,204,126,-0.024517812
154,7,1964.4235,4371.7026,204,126,-0.79995376
154,8,4750.506,6407.6313,51,189,-0.29923853
154,5,5447.177,5889.9297,102,126,-0.07814661
154,9,3787.3257,4881.3647,102,189,-0.25376466
154,1,1400.9177,3714.1174,102,63,-0.97501355
154,0,5411.385,6407.3213,51,63,-0.16893628
154,4,2448.7925,2867.2864,51,126,-0.157771
154,1,2085.4314,3144.8826,102,63,-0.41080078
154,4,3610.902,7039.918,51,126,-0.66763884
154,2,4942.498,6580.8433,153,63,-0.28629202
154,3,3763.71,6354.541,204,63,-0.52376455
154,3,4245.243,6071.62,204,63,-0.35782632
154,1,2023.2117,3328.808,102,63,-0.4979281
154,4,3865.5608,5499.0356,51,126,-0.35246596
155,1,1867.6471,3377.059,102,63,-0.59232587
155,5,2340.2312,3472.7415,102,126,-0.3946946
155,0,4652.675,4655.8037,51,63,-0.0006722683
155,6,5021.314,6460.8315,153,126,-0.2520664
155,7,1589.6157,4111.7764,204,126,-0.9503628
155,7,3997.2666,4971.7334,204,126,-0.21815777
155,3,3698.2864,5758.0195,204,63,-0.442724
155,8,4656.8433,4783.5137,51,189,-0.026837543
155,9,3521.9963,6163.3057,102,189,-0.5595853
155,5,4015.4587,4382.808,102,126,-0.08753805
155,1,1518.7766,4255.7373,102,63,-1.0303628
155,1,1493.7607,2739.992,102,63,-0.60665804
155,1,1412.6117,2284.251,102,63,-0.48059794
155,9,2581.063,3849.8196,102,189,-0.39982495
155,5,3101.4353,3467.6511,102,126,-0.11161244
155,9,3027.8586,4497.008,102,189,-0.39555663
155,1,1372.0629,2756.655,102,63,-0.69770265
155,7,2377.047,3658.0513,204,126,-0.43107158
155,1,1223.0902,2940.2354,102,63,-0.87710905
155,1,1167.2783,2800.7256,102,63,-0.8752037
155,6,3015.6782,3646.4983,153,126,-0.18994255
155,0,4907.322,5680.906,51,63,-0.14638236
155,8,2442.0195,4776.5254,51,189,-0.670888
155,9,3991.8079,5622.2393,102,189,-0.34248582
155,7,3748.1729,4191.3843,204,126,-0.1117626
155,0,6114.667,7988.459,51,63,-0.26730758
155,2,3203.3257,3210.6826,153,63,-0.0022940105
155,5,3629.1099,5969.494,102,126,-0.49767473
155,3,4319.506,5648.012,204,63,-0.26816264
155,9,4550.9727,4886.8984,102,189,-0.071216844
155,6,3621.9607,5722.153,153,126,-0.45732957
155,7,2546.0825,3541.086,204,126,-0.32987753
156,8,3015.851,3455.447,51,189,-0.13606974
156,1,1474.2981,2632.196,102,63,-0.5796365
156,0,4056.5881,4163.8354,51,63,-0.026094351
156,7,3182.2944,3822.549,204,126,-0.18331507
156,3,4438.706,7615.816,204,63,-0.5398642
156,2,4133.514,5514.074,153,63,-0.28817588
156,1,827.84705,1810.498,102,63,-0.7825288
156,2,3259.6,4522.345,153,63,-0.32742617
156,7,3925.5454,6192.612,204,126,-0.45585167
156,3,3906.1729,6036.3926,204,63,-0.4352485
156,4,2664.3176,4902.5923,51,126,-0.60981613
156,6,3319.024,3964.0942,153,126,-0.17760666
156,1,1464.9413,2450.2866,102,63,-0.5143898
156,8,4336.247,6668.204,51,189,-0.43034133
156,1,1988.4629,3373.7258,102,63,-0.52865577
156,0,6023.208,6648.388,51,63,-0.09875444
156,9,2456.2668,3551.7568,102,189,-0.36879972
156,8,4876.42,6376.243,51,189,-0.2681677
156,0,4905.067,5590.2944,51,63,-0.13076323
156,3,3887.1216,5243.0,204,63,-0.29922494
156,1,685.5647,3806.4668,102,63,-1.7142138
156,2,5969.5337,6729.7725,153,63,-0.1198725
156,7,2274.4001,5180.0312,204,126,-0.8230948
156,0,5694.059,7552.353,51,63,-0.28243577
156,2,3504.2827,4590.047,153,63,-0.2699044
156,9,4616.9966,7001.623,102,189,-0.41639757
156,6,7088.82,8531.185,153,126,-0.18520938
156,0,6566.5767,7383.2505,51,63,-0.11722133
156,1,1299.098,2053.8787,102,63,-0.45805982
156,6,2976.259,4694.145,153,126,-0.45564887
156,7,3122.8196,5454.9604,204,126,-0.5577891
156,1,1921.902,2855.9607,102,63,-0.39609298
157,9,2314.6943,3185.3374,102,189,-0.31928056
157,7,2715.608,3637.5454,204,126,-0.29229328
157,6,3466.5059,4878.5684,153,126,-0.3417047
157,5,3814.8748,4371.792,102,126,-0.13626516
157,5,3669.4277,4952.7764,102,126,-0.29991257
157,8,5448.957,6787.7617,51,189,-0.21969703
157,8,2617.71,5125.5215,51,189,-0.67193234
157,3,4181.0044,5901.718,204,63,-0.34469193
157,4,3813.3728,5945.855,51,126,-0.44418028
157,4,3659.8198,3436.4941,51,126,0.06296209
157,8,7778.3374,8639.797,51,189,-0.105036475
157,7,3425.3882,3677.9448,204,126,-0.07113934
157,3,2575.808,4928.781,204,63,-0.64892834
157,6,3114.1177,4368.651,153,126,-0.33850837
157,4,1937.6315,3604.0156,51,126,-0.62058234
157,6,3168.7922,4558.6157,153,126,-0.3636685
157,6,5360.055,5695.2783,153,126,-0.060663186
157,3,4516.6235,5831.236,204,63,-0.25546426
157,8,2780.3765,3439.4941,51,189,-0.21273807
157,8,4595.9727,5661.483,51,189,-0.20850545
157,9,5267.3804,5829.048,102,189,-0.1013205
157,9,4344.118,6651.8037,102,189,-0.42606524
157,4,2131.3765,2933.0,51,126,-0.31925777
157,4,3193.5806,3761.3533,51,126,-0.16363609
157,0,4165.342,5360.494,51,63,-0.25225785
157,7,3858.8315,5155.078,204,126,-0.28961784
157,8,3662.51,4618.612,51,189,-0.23194546
157,1,2365.9805,3406.2354,102,63,-0.36441514
157,0,4111.545,4571.6313,51,63,-0.10607128
157,0,5350.4233,6862.4277,51,63,-0.2488856
157,1,2110.196,3253.7961,102,63,-0.43304148
157,8,4674.9766,5963.2393,51,189,-0.2433897
158,5,5573.8516,7048.6235,102,126,-0.23474602
158,7,2461.106,4182.392,204,126,-0.5302725
158,1,819.28625,3038.212,102,63,-1.3105909
158,7,3204.2393,4294.569,204,126,-0.29287645
158,5,4707.259,5412.6587,102,126,-0.1396347
158,5,2759.8823,2418.5334,102,126,0.1320267
158,9,5349.784,7131.98,102,189,-0.2875327
158,9,4175.859,4760.8706,102,189,-0.13111049
158,4,4681.255,6234.2354,51,126,-0.28648973
158,2,3491.5256,5772.1104,153,63,-0.502699
158,5,3838.1216,5009.3413,102,126,-0.26632136
158,3,4673.2705,6531.4355,204,63,-0.3347676
158,7,1755.6392,2126.5452,204,126,-0.19166571
158,4,4640.047,4375.8467,51,126,0.058624394
158,6,5226.4155,6503.2236,153,126,-0.21857233
158,6,5983.3135,6650.604,153,126,-0.10573314
158,0,5228.812,6344.789,51,63,-0.19344978
158,1,2120.4275,3566.4392,102,63,-0.5199499
158,0,6697.3994,6784.7607,51,63,-0.012959708
158,1,2340.9136,3445.863,102,63,-0.3866331
158,2,5546.6123,7293.377,153,63,-0.2737793
158,4,4303.169,5716.941,51,126,-0.28408217
158,8,2630.6118,2978.4824,51,189,-0.124197476
158,5,3378.894,4369.753,102,126,-0.25715804
158,3,4536.5176,6034.7646,204,63,-0.28537714
158,5,2066.8667,2810.855,102,126,-0.30745488
158,0,2812.3413,4507.357,51,63,-0.47169363
158,0,5747.671,6815.0273,51,63,-0.17033535
158,6,6531.7026,7148.847,153,126,-0.09028347
158,4,4899.608,4896.851,51,126,0.00056286703
158,3,3925.6392,4754.0,204,63,-0.19145715
158,8,5110.863,6252.5728,51,189,-0.20162477
159,3,2621.098,5139.5254,204,63,-0.6733675
159,7,3706.3179,4075.145,204,126,-0.09486742
159,1,625.6196,3272.408,102,63,-1.6545389
159,4,4438.745,5624.8867,51,126,-0.23682907
159,3,3501.212,4873.6787,204,63,-0.3307399
159,9,4213.098,6352.373,102,189,-0.4106302
159,2,3198.8628,4144.933,153,63,-0.25909126
159,2,3868.6394,5898.498,153,63,-0.42179492
159,0,5318.4277,5976.533,51,63,-0.116662964
159,3,4477.0825,5754.3564,204,63,-0.25098562
159,6,2447.2078,2868.4941,153,126,-0.15883952
159,6,4707.412,7282.0903,153,126,-0.43627965
159,7,1651.3295,3766.9688,204,126,-0.82469
159,4,3766.647,5155.6353,51,126,-0.31390515
159,3,3750.5374,5461.686,204,63,-0.3758584
159,2,5150.208,6446.796,153,63,-0.22454612
159,2,3981.4158,5235.855,153,63,-0.27389264
159,4,5359.7734,4218.392,51,126,0.23946771
159,9,4224.6865,6301.2744,102,189,-0.39980683
159,1,2551.4197,3304.212,102,63,-0.25854808
159,0,5741.1885,6160.573,51,63,-0.07050358
159,5,3232.3765,4607.941,102,126,-0.35456353
159,2,2362.1726,3859.6511,153,63,-0.49099496
159,4,3699.506,5256.953,51,126,-0.35135233
159,8,2493.9019,2918.6824,51,189,-0.15728377
159,2,4861.9883,7065.749,153,63,-0.3738116
159,1,1560.4197,3216.3335,102,63,-0.7232872
159,0,5421.957,7151.3335,51,63,-0.27684206
159,8,5747.2827,6249.098,51,189,-0.083709985
159,4,4334.341,5320.388,51,126,-0.20497674
159,4,3728.3923,6701.008,51,126,-0.58628076
159,8,4876.314,6156.985,51,189,-0.23319758
160,0,7458.3296,6808.4043,51,63,0.09117366
160,6,4242.18,6233.424,153,126,-0.38484842
160,4,2452.3293,2783.494,51,126,-0.12666859
160,1,1514.6,2135.3804,102,63,-0.34349346
160,4,1179.8981,3425.008,51,126,-1.0656757
160,9,2948.2356,4987.832,102,189,-0.5257945
160,6,5354.055,6038.663,153,126,-0.1203284
160,3,4632.4863,6553.396,204,63,-0.34688967
160,1,550.34906,3926.6157,102,63,-1.9649805
160,2,6467.5454,7820.612,153,63,-0.18996613
160,9,2706.7334,4440.004,102,189,-0.49491277
160,0,5413.286,7018.4785,51,63,-0.25969014
160,1,2202.7217,2058.6394,102,63,0.06764845
160,0,4897.3843,6494.463,51,63,-0.28224868
160,4,4247.612,6072.655,51,126,-0.35743895
160,2,6181.7607,7288.5957,153,63,-0.16470774
160,9,2741.9531,4258.1567,102,189,-0.44016588
160,9,4155.0435,5691.0513,102,189,-0.3145721
160,4,3571.9019,3469.2002,51,126,0.029174106
160,3,4320.2827,6894.063,204,63,-0.46733975
160,8,3874.8784,5457.082,51,189,-0.34239992
160,6,3999.745,5777.1846,153,126,-0.36768582
160,9,2466.4587,4002.1138,102,189,-0.48403925
160,3,3461.0237,4399.231,204,63,-0.23986533
160,0,2432.906,2965.761,51,63,-0.19804725
160,6,4074.694,4837.706,153,126,-0.171645
160,7,2886.7334,3953.6904,204,126,-0.31452385
160,0,6966.8,7183.706,51,63,-0.030659458
160,3,1666.6902,3272.5999,204,63,-0.67474496
160,1,2771.3843,3827.9216,102,63,-0.32297504
160,4,2473.047,4637.9214,51,126,-0.6288153
160,2,6932.745,8739.518,153,63,-0.23159917
161,3,3559.1099,5286.31,204,63,-0.39561
161,3,6555.608,8721.298,204,63,-0.28544718
161,0,6810.934,7760.227,51,63,-0.13048232
161,4,3433.4238,4006.7847,51,126,-0.15443116
161,2,3897.6902,6200.6826,153,63,-0.46427524
161,5,2384.5767,3088.4902,102,126,-0.25866076
161,5,2798.9727,1823.3766,102,126,0.42856234
161,6,6077.325,7385.4434,153,126,-0.1949463
161,3,2261.9648,4585.5527,204,63,-0.70667684
161,7,4497.8594,5224.3965,204,126,-0.14973769
161,2,3908.9216,5119.7764,153,63,-0.2698492
161,8,5446.8276,8114.126,51,189,-0.39857316
161,5,3643.737,4292.035,102,126,-0.16375116
161,9,5457.961,6409.2983,102,189,-0.16067454
161,2,3543.5376,5809.9883,153,63,-0.49445304
161,0,6535.721,8303.09,51,63,-0.23934506
161,1,2163.4668,3003.4746,102,63,-0.32805791
161,1,2667.655,3622.8079,102,63,-0.30604956
161,8,5162.114,7145.078,51,189,-0.3250776
161,2,3978.6118,5721.8394,153,63,-0.36335737
161,9,2757.4668,5432.859,102,189,-0.6781531
161,3,4978.31,6554.9453,204,63,-0.2751293
161,1,1486.9609,3774.4822,102,63,-0.9315288
161,4,4052.573,4106.0703,51,126,-0.01311448
161,1,1403.6118,2440.4705,102,63,-0.553142
161,5,2744.0706,3690.349,102,126,-0.29627863
161,7,1777.6158,4527.1807,204,126,-0.9348263
161,6,5388.149,6410.0005,153,126,-0.17365742
161,4,2604.2236,3565.4707,51,126,-0.31416145
161,7,3807.008,4932.204,204,126,-0.25894237
161,7,3190.6,7546.5728,204,126,-0.8608845
161,8,5010.4277,5431.22,51,189,-0.08064256
162,3,2829.604,4455.565,204,63,-0.4540171
162,9,4389.553,4523.8823,102,189,-0.030143078
162,3,2795.2314,5015.714,204,63,-0.5846608
162,0,6086.788,7515.922,51,63,-0.21090317
162,5,2161.4119,2762.3296,102,126,-0.24531274
162,1,2371.314,3576.3804,102,63,-0.41090703
162,3,2920.1648,5443.177,204,63,-0.62272274
162,2,6278.632,7910.773,153,63,-0.23107341
162,0,5658.7764,5795.039,51,63,-0.023794532
162,3,4136.059,6771.8,204,63,-0.4930235
162,0,5183.177,5418.6235,51,63,-0.04442371
162,4,3405.8745,4900.1177,51,126,-0.36375752
162,0,2735.608,2903.6472,51,63,-0.05961394
162,7,4103.7646,4890.6196,204,126,-0.17541423
162,4,3016.2078,3607.3608,51,126,-0.17897607
162,8,4797.1333,7477.11,51,189,-0.44382784
162,8,2908.8274,4359.2236,51,189,-0.4045439
162,9,2632.1765,4377.8237,102,189,-0.5087407
162,0,4751.3926,5078.823,51,63,-0.06664187
162,0,6390.836,8568.475,51,63,-0.29322466
162,1,955.1098,3474.0862,102,63,-1.2912605
162,8,5699.482,6444.8945,51,189,-0.12291302
162,7,2425.91,4368.106,204,126,-0.5881228
162,3,3955.1294,6763.965,204,63,-0.53659594
162,9,2893.0312,4099.1846,102,189,-0.34848323
162,9,3161.8274,4669.035,102,189,-0.38980234
